,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
48,0.0,3.455768472275579e-05,0.3972602739726027,0.0,7.27512555333696e-07,0.009580379383023568,0.3469387755102041,0.0,0.0,0.0,0.0
49,0.0,5.881086886925342e-05,0.6164383561643836,0.0,2.684259569187071e-06,0.0029938685571948647,0.1020408163265306,0.0,0.11764705882352941,0.0,0.0
50,1.0,1.4904549878345498e-06,0.30136986301369856,0.0,1.7389449220035113e-07,0.004260873730599732,0.1020408163265306,0.0,0.0,0.0,0.2857142857142857
51,1.0,1.70278972979895e-06,0.2876712328767123,0.0,1.1997488607528965e-08,0.004550680206936194,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
52,1.0,0.0001735794247662953,0.0958904109589041,0.01020408163265306,3.9442806375223534e-08,0.0011855719486491664,0.02040816326530612,0.01020408163265306,0.0,0.0,0.2857142857142857
53,0.0,4.696525419387886e-06,0.6575342465753424,0.0,3.425042328852348e-07,0.007185284537267675,0.14285714285714285,0.0,0.058823529411764705,0.0,0.0
54,1.0,4.280652580355999e-06,0.2054794520547945,0.0,1.8382885918938373e-06,0.004715941751293351,0.22448979591836732,0.0,0.058823529411764705,0.0,0.0
55,1.0,9.907861928543987e-05,0.2602739726027397,0.0,3.9300313354028163e-07,0.0071948649166506985,0.1020408163265306,0.02040816326530612,0.0,0.0,0.2857142857142857
56,1.0,0.00012805735689588936,0.2328767123287671,0.0,0.006351770841137325,2.395094845755892e-07,0.08163265306122448,0.061224489795918366,0.058823529411764705,0.02040816326530612,0.0
57,1.0,0.00013364329645281086,0.1506849315068493,0.01020408163265306,8.247805707473266e-08,0.006903860892891358,0.061224489795918366,0.0,0.0,0.0,0.14285714285714285
58,1.0,0.00012310066167242926,0.0547945205479452,0.0,3.2685893857023265e-07,0.0031136232994826594,0.1020408163265306,0.0,0.0,0.0,0.0
59,1.0,5.999471123063132e-07,0.2602739726027397,0.0,4.9180588988309476e-08,0.011975474228779459,0.061224489795918366,0.0,0.0,0.0,0.2857142857142857
60,1.0,8.70170347035472e-05,0.8767123287671232,0.0,4.598765313468034e-07,0.006945775052692086,0.12244897959183673,0.0,0.0,0.0,0.0
61,1.0,0.00012329211345882957,0.6301369863013697,0.0,4.159061885791903e-06,0.0027543590726192757,0.18367346938775508,0.0,0.058823529411764705,0.02040816326530612,0.0
62,0.0,0.00012805735689588936,0.0821917808219178,0.0,5.578443685851185e-07,0.0022154627323242,0.04081632653061224,0.0,0.0,0.0,0.0
63,1.0,0.00012805735689588936,0.2876712328767123,0.9999999999999999,0.0,0.0031210480935045023,0.0,0.9999999999999999,0.0,0.9999999999999999,0.0
64,0.0,0.00011783253476757589,0.1506849315068493,0.0,5.687621734131159e-07,0.005149453918375168,0.061224489795918366,0.0,0.0,0.0,0.14285714285714285
65,1.0,6.398686003329492e-06,0.5205479452054793,0.0,1.1029808046227862e-07,0.017151274190457942,0.3061224489795918,0.0,0.0,0.0,0.0
66,1.0,0.00012805735689588936,0.5753424657534245,0.02040816326530612,1.9554896172976636e-06,0.0042596761831768535,0.2040816326530612,0.0,0.11764705882352941,0.0,0.0
67,1.0,1.5615637085414265e-05,0.1095890410958904,0.02040816326530612,1.5895773824840962e-06,0.0051889729833301396,0.12244897959183673,0.0,0.11764705882352941,0.0,0.0
68,1.0,0.00012805735689588936,0.0410958904109589,0.01020408163265306,4.410295731935726e-08,0.001856198505460816,0.0,0.030612244897959183,0.0,0.0,0.14285714285714285
69,0.0,5.347174311691638e-05,0.5616438356164384,0.0,1.026674913111032e-06,0.004311170722360605,0.18367346938775508,0.0,0.058823529411764705,0.0,0.14285714285714285
70,1.0,2.7647741067998465e-05,0.780821917808219,0.01020408163265306,1.2818703782723834e-06,0.0035926422686338375,0.18367346938775508,0.0,0.058823529411764705,0.0,0.0
71,1.0,8.3519957741068e-06,0.24657534246575336,0.01020408163265306,2.6577590952472462e-08,0.004988982563709523,0.18367346938775508,0.0,0.0,0.01020408163265306,0.14285714285714285
72,1.0,0.00012805735689588936,0.41095890410958896,0.0,0.0,0.004823721019352366,0.0,0.0,0.0,0.0,0.42857142857142855
73,0.0,0.00011944679472403637,0.35616438356164376,0.0,3.0443029306093467e-06,0.011370712780226095,0.2857142857142857,0.0,0.11764705882352941,0.0,0.2857142857142857
74,0.0,4.979701370213855e-06,0.7534246575342465,0.0,5.863173084126761e-05,0.004303266909369611,0.061224489795918366,0.0,0.0,0.0,0.0
75,0.0,8.825618734793186e-05,0.2602739726027397,0.030612244897959183,1.0454444773795524e-07,0.00925225138915501,0.1020408163265306,0.0,0.0,0.0,0.14285714285714285
76,0.0,6.551835676783198e-05,0.3972602739726027,0.01020408163265306,5.0267861863642135e-06,0.002395094845755892,0.22448979591836732,0.0,0.058823529411764705,0.0,0.0
77,1.0,0.00012805735689588936,0.0958904109589041,0.9999999999999999,0.0,0.00287411381490707,0.0,0.9999999999999999,0.0,0.9999999999999999,0.14285714285714285
78,0.0,0.00012805735689588936,0.5753424657534245,0.0,1.0578923847153592e-07,0.014969342785974324,0.12244897959183673,0.0,0.058823529411764705,0.0,0.0
79,0.0,9.382259789985914e-05,0.3150684931506849,0.02040816326530612,4.5739108341666637e-07,0.011017436290477103,0.3061224489795918,0.0,0.058823529411764705,0.0,0.0
80,1.0,5.894293264182354e-05,0.5068493150684932,0.02040816326530612,0.001332243217448803,4.790189691511784e-07,0.14285714285714285,0.0,0.0,0.02040816326530612,0.0
81,0.0,8.98163529261109e-05,0.30136986301369856,0.0,1.7932177093885688e-06,0.008295410998275531,0.18367346938775508,0.0,0.11764705882352941,0.0,0.14285714285714285
82,0.0,2.32381546933026e-06,0.4520547945205479,0.0,4.05585180504298e-07,0.012963450852653765,0.26530612244897955,0.0,0.058823529411764705,0.0,0.14285714285714285
83,1.0,0.00011292609783583044,0.27397260273972607,0.0,1.7125573662626506e-06,0.012064092738072426,0.14285714285714285,0.0,0.11764705882352941,0.0,0.42857142857142855
84,0.0,6.454912152644384e-05,0.3835616438356165,0.0,4.1997085677245355e-07,0.00574822762981414,0.08163265306122448,0.0,0.0,0.0,0.0
85,0.0,2.297793059290562e-06,0.5753424657534245,0.0,7.213213768033329e-06,0.00047901896915117836,0.3877551020408163,0.0,0.058823529411764705,0.0,0.0
86,0.0,1.5591548725829173e-05,0.3972602739726027,0.0,1.5209995570047003e-06,0.00793375167656639,0.26530612244897955,0.01020408163265306,0.11764705882352941,0.0,0.14285714285714285
87,1.0,9.928515968754002e-05,0.2876712328767123,0.02040816326530612,1.4117702873932006e-06,0.006851168806284729,0.14285714285714285,0.030612244897959183,0.11764705882352941,0.0,0.2857142857142857
88,1.0,9.9467694839288e-05,0.3972602739726027,0.0,2.5918575965550603e-06,0.013041291435140831,0.3469387755102041,0.0,0.23529411764705882,0.0,0.0
89,0.0,4.44161826098092e-06,0.6986301369863013,0.0,8.75384490604265e-07,0.004918327265759723,0.18367346938775508,0.0,0.058823529411764705,0.0,0.0
90,0.0,2.1005068510692792e-05,0.4520547945205479,0.0,2.003000413679434e-07,0.009580379383023568,0.08163265306122448,0.0,0.0,0.0,0.14285714285714285
91,0.0,8.138775259316173e-06,0.4383561643835617,0.0,1.3538937918768992e-06,0.009979162674841923,0.12244897959183673,0.0,0.1764705882352941,0.0,0.14285714285714285
92,1.0,0.00012805735689588936,0.1780821917808219,0.0,5.06412617548477e-08,0.0021555853611803025,0.0,0.0,0.0,0.0,0.0
93,0.0,5.610338199513381e-06,0.4383561643835617,0.0,6.980526317503852e-07,0.009979162674841923,0.18367346938775508,0.0,0.11764705882352941,0.0,0.0
94,0.0,5.063217825585862e-06,0.3972602739726027,0.0,5.551742502467419e-08,0.008781615251963977,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
95,0.0,0.00012805735689588936,0.2876712328767123,0.01020408163265306,7.527939583258686e-07,0.004071661237785016,0.1020408163265306,0.0,0.0,0.01020408163265306,0.2857142857142857
96,1.0,0.00011847484543475477,0.27397260273972607,0.0,7.381614717867368e-08,0.005388963402950756,0.02040816326530612,0.0,0.0,0.01020408163265306,0.42857142857142855
97,1.0,0.0001267682599564605,0.2054794520547945,0.01020408163265306,1.3312141002798035e-06,0.0062871239701092155,0.3061224489795918,0.0,0.058823529411764705,0.0,0.2857142857142857
98,0.0,2.327062235881675e-05,0.5342465753424657,0.0,0.01123774841124296,0.0,0.44897959183673464,0.0,0.11764705882352941,0.0,0.0
99,1.0,0.00015256810065309256,0.3698630136986301,0.02040816326530612,2.3042982759013814e-06,0.006130245257712205,0.18367346938775508,0.01020408163265306,0.11764705882352941,0.061224489795918366,0.14285714285714285
100,0.0,9.59955781790242e-06,0.41095890410958896,0.0,1.5061614359562348e-06,0.010777926805901512,0.08163265306122448,0.0,0.058823529411764705,0.0,0.2857142857142857
101,0.0,9.682386489947495e-05,0.4794520547945205,0.0,4.1300743645786163e-07,0.00508957654723127,0.14285714285714285,0.0,0.0,0.0,0.0
102,1.0,8.516568190549366e-05,0.1917808219178082,0.01020408163265306,3.0785595975257406e-06,0.006785303698026442,0.24489795918367346,0.0,0.11764705882352941,0.01020408163265306,0.42857142857142855
103,1.0,7.837031873479318e-05,0.41095890410958896,0.0,2.14365350275732e-06,0.007084690553745928,0.2857142857142857,0.0,0.11764705882352941,0.0,0.42857142857142855
104,0.0,2.3605165065949545e-05,0.7123287671232876,0.0,3.353466731378725e-07,0.004988982563709523,0.1020408163265306,0.0,0.0,0.0,0.14285714285714285
105,0.0,7.757672941477782e-06,0.5068493150684932,0.0,0.0003941355239885212,1.1975474228779459e-06,0.1020408163265306,0.0,0.0,0.0,0.2857142857142857
106,0.0,2.5940181841464977e-06,0.3835616438356165,0.0,8.408999123781354e-07,0.012514370569074534,0.12244897959183673,0.0,0.058823529411764705,0.0,0.0
107,1.0,6.0952746958637476e-05,0.24657534246575336,0.01020408163265306,1.6986681997778508e-06,0.0035926422686338375,0.061224489795918366,0.0,0.11764705882352941,0.0,0.42857142857142855
108,0.0,4.114216673069535e-06,0.8082191780821917,0.0,0.00012377809844267608,0.0036647346234910897,0.12244897959183673,0.0,0.0,0.0,0.0
109,0.0,0.0,0.3698630136986301,0.0,0.0,0.004744682889442422,0.02040816326530612,0.0,0.0,0.0,0.2857142857142857
110,0.0,7.444890229222691e-05,0.1506849315068493,0.0,1.4209896775580536e-06,0.0022058823529411764,0.14285714285714285,0.0,0.0,0.0,0.0
111,1.0,0.00012805735689588936,0.2602739726027397,0.0,1.373966534310963e-08,0.007664303506418854,0.02040816326530612,0.01020408163265306,0.0,0.0,0.42857142857142855
112,1.0,0.00011198169419900115,0.0410958904109589,0.0,7.873717772906277e-07,0.0019160758766047135,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0
113,1.0,0.00012805735689588936,0.4246575342465753,0.0,1.8760652245432425e-08,0.004988982563709523,0.0,0.01020408163265306,0.0,0.0,0.0
114,0.0,1.7127345498783453e-05,0.6027397260273972,0.0,7.406401347226881e-07,0.011975474228779459,0.26530612244897955,0.0,0.0,0.0,0.14285714285714285
115,1.0,0.0,0.4520547945205479,0.01020408163265306,6.709286549555213e-07,0.01017915309446254,0.3061224489795918,0.0,0.058823529411764705,0.0,0.14285714285714285
116,1.0,0.00011866932910744011,0.3424657534246575,0.0,1.956639115182035e-06,0.004857252347192948,0.18367346938775508,0.0,0.058823529411764705,0.0,0.2857142857142857
117,0.0,1.1140294916122424e-05,0.4246575342465753,0.0,2.0431092439438308e-06,0.007227198697068404,0.16326530612244897,0.0,0.11764705882352941,0.0,0.14285714285714285
118,1.0,0.0,0.1643835616438356,0.01020408163265306,3.15066788056065e-07,0.004790189691511784,0.16326530612244897,0.0,0.0,0.01020408163265306,0.0
119,0.0,0.00012369105007043154,0.4246575342465753,0.0,1.8228670883808194e-06,0.007982851120904388,0.16326530612244897,0.0,0.11764705882352941,0.0,0.42857142857142855
120,1.0,2.5673213087463185e-05,0.21917808219178087,0.0,3.4306342259471465e-06,0.004590199271891166,0.24489795918367346,0.0,0.11764705882352941,0.0,0.2857142857142857
121,1.0,0.00011808883198873096,0.3424657534246575,0.0,1.4110341660124885e-08,0.0035926422686338375,0.02040816326530612,0.0,0.0,0.0,0.2857142857142857
122,0.0,1.4660192598284032e-05,0.5342465753424657,0.01020408163265306,1.994613610379119e-06,0.018657788848438397,0.5102040816326531,0.0,0.23529411764705882,0.0,0.0
123,0.0,0.00012805735689588936,0.0547945205479452,0.0,6.7154210572604e-07,0.00287411381490707,0.08163265306122448,0.0,0.0,0.0,0.0
124,0.0,4.7449119605583303e-05,0.30136986301369856,0.0,1.7004356272455136e-06,0.002634604330331481,0.14285714285714285,0.0,0.0,0.0,0.0
125,1.0,0.00012037551146113459,0.4794520547945205,0.02040816326530612,7.801635010960875e-07,0.004308775627514849,0.1020408163265306,0.0,0.0,0.02040816326530612,0.0
126,1.0,0.00012805735689588936,0.136986301369863,0.0,7.372730710974883e-06,0.0024944912818547615,0.12244897959183673,0.01020408163265306,0.11764705882352941,0.0,0.0
127,1.0,7.581018081700602e-05,0.1780821917808219,0.02040816326530612,1.6634674284448584e-06,0.006386520406208085,0.12244897959183673,0.01020408163265306,0.058823529411764705,0.0,0.0
128,0.0,0.00013169347176334996,0.2054794520547945,0.01020408163265306,2.873351575402034e-06,0.00243700900555662,0.14285714285714285,0.0,0.058823529411764705,0.0,0.0
129,0.0,5.735456268408247e-06,0.8082191780821917,0.0,1.0178422024683959e-06,0.006985294117647058,0.44897959183673464,0.0,0.058823529411764705,0.0,0.0
130,1.0,4.842881751824818e-05,0.3835616438356165,0.02040816326530612,1.3990000390878205e-06,0.011676087373059972,0.36734693877551017,0.01020408163265306,0.11764705882352941,0.0,0.2857142857142857
131,1.0,8.79081098732232e-05,0.5890410958904109,0.0,0.015156302422467679,0.0,0.16326530612244897,0.01020408163265306,0.11764705882352941,0.01020408163265306,0.11428571428571428
132,0.0,2.7016946215904725e-05,0.27397260273972607,0.0,8.327412418852055e-07,0.00947978539950182,0.14285714285714285,0.0,0.11764705882352941,0.0,0.2857142857142857
133,1.0,0.00012384095697272378,0.4520547945205479,0.0,0.00230943873146993,2.395094845755892e-07,0.1020408163265306,0.02040816326530612,0.0,0.0,0.0
134,1.0,0.00012805735689588936,0.2328767123287671,0.01020408163265306,5.367590105569688e-07,0.003712397010921632,0.02040816326530612,0.0,0.0,0.0,0.5714285714285714
135,1.0,0.00018175197400435394,0.0958904109589041,0.0,5.207410594753763e-07,0.003991425560452194,0.061224489795918366,0.01020408163265306,0.0,0.030612244897959183,0.14285714285714285
136,0.0,1.0553466128825714e-05,0.4931506849315069,0.01020408163265306,9.503652203087286e-07,0.005174602414255604,0.18367346938775508,0.0,0.058823529411764705,0.0,0.0
137,0.0,8.681822550902803e-05,0.6027397260273972,0.01020408163265306,3.058315311676509e-06,0.004311170722360605,0.2857142857142857,0.0,0.058823529411764705,0.0,0.14285714285714285
138,0.0,7.619032526571905e-06,0.821917808219178,0.0,4.329236712583998e-09,0.03153501628664495,0.04081632653061224,0.0,0.0,0.0,0.0
139,0.0,3.389041874759892e-06,0.5753424657534245,0.0,1.6450440910615925e-06,0.0029747077984288175,0.16326530612244897,0.0,0.11764705882352941,0.0,0.0
140,1.0,9.28448291714688e-05,0.4520547945205479,0.01020408163265306,2.420136107048511e-06,0.007808009197164207,0.2040816326530612,0.0,0.11764705882352941,0.0,0.14285714285714285
141,0.0,6.719757664233577e-05,0.1780821917808219,0.01020408163265306,1.174030853319696e-06,0.004580618892508143,0.08163265306122448,0.0,0.058823529411764705,0.0,0.2857142857142857
142,0.0,0.000126315963631707,0.3698630136986301,0.0,6.608193621519147e-07,0.006586510825828703,0.061224489795918366,0.0,0.0,0.0,0.14285714285714285
143,0.0,3.006418875656294e-06,0.21917808219178087,0.0,8.969713453702104e-07,0.003951906495497221,0.32653061224489793,0.0,0.0,0.0,0.2857142857142857
144,0.0,0.00011196137789729799,0.1643835616438356,0.01020408163265306,1.3204676238839613e-06,0.01734527687296417,0.22448979591836732,0.0,0.11764705882352941,0.0,0.0
145,0.0,0.00012137495953387118,0.6712328767123288,0.0,0.014563470477294862,0.0,0.2040816326530612,0.0,0.058823529411764705,0.0,0.0
146,0.0,0.00012805735689588936,0.9315068493150684,0.0,0.0,0.007185284537267675,0.04081632653061224,0.0,0.0,0.0,0.0
147,0.0,9.140760135740813e-05,0.3972602739726027,0.0,0.024374513438066975,2.395094845755892e-07,0.3877551020408163,0.0,0.11764705882352941,0.0,0.14285714285714285
148,0.0,9.121456268408246e-06,0.5205479452054793,0.0,2.3024385132295985e-06,0.004071661237785016,0.26530612244897955,0.0,0.11764705882352941,0.0,0.14285714285714285
149,0.0,1.1600950185683185e-06,0.1095890410958904,0.0,4.4944506695417927e-07,0.006733809158842689,0.12244897959183673,0.0,0.058823529411764705,0.0,0.2857142857142857
150,1.0,2.640032142399795e-06,0.6712328767123288,0.01020408163265306,4.2301416607763486e-07,0.003567493772753401,0.12244897959183673,0.0,0.0,0.0,0.0
151,1.0,0.0,0.4520547945205479,0.01020408163265306,1.5693838977723199e-06,0.008981605671584594,0.1020408163265306,0.0,0.058823529411764705,0.0,0.0
152,0.0,5.955990011525163e-06,0.32876712328767127,0.0,2.008887739779349e-06,0.007185284537267675,0.22448979591836732,0.0,0.1764705882352941,0.0,0.0
153,1.0,4.013713919836087e-06,0.6849315068493149,0.0,6.426944423633799e-05,0.009580379383023568,0.32653061224489793,0.0,0.058823529411764705,0.0,0.0
154,0.0,1.13959661928544e-06,0.547945205479452,0.0,6.514636760140846e-06,0.0042280609312128755,0.04081632653061224,0.0,0.0,0.0,0.0
155,0.0,9.173991548213599e-08,0.6027397260273972,0.0,1.6898958342155235e-06,0.0033112186242575206,0.12244897959183673,0.0,0.11764705882352941,0.0,0.0
156,0.0,9.878532283262901e-05,0.41095890410958896,0.0,4.0708338083589303e-07,0.005987737114389729,0.12244897959183673,0.0,0.0,0.0,0.0
157,1.0,0.00010113554129850174,0.2054794520547945,0.0,1.2621449539252313e-06,0.004436913201762789,0.16326530612244897,0.02040816326530612,0.0,0.01020408163265306,0.0
158,0.0,3.969693123319247e-05,0.6027397260273972,0.01020408163265306,1.4907255513825688e-06,0.011975474228779459,0.3469387755102041,0.0,0.11764705882352941,0.0,0.0
159,0.0,9.698945319503138e-05,0.6164383561643836,0.0,1.4339494333894677e-06,0.0029938685571948647,0.061224489795918366,0.0,0.0,0.0,0.14285714285714285
160,1.0,0.00012805735689588936,0.2602739726027397,0.04081632653061224,7.710245829818143e-07,0.0029938685571948647,0.12244897959183673,0.0,0.0,0.01020408163265306,0.2857142857142857
161,1.0,7.093698681009091e-06,0.6027397260273972,0.030612244897959183,2.8651002113999625e-06,0.008382831960145621,0.2857142857142857,0.0,0.29411764705882354,0.0,0.0
162,1.0,0.00012365918235369446,0.3424657534246575,0.01020408163265306,1.2078876225158874e-06,0.008921728300440697,0.2040816326530612,0.01020408163265306,0.058823529411764705,0.01020408163265306,0.2857142857142857
163,1.0,0.0,0.4794520547945205,0.030612244897959183,0.00962863313148817,0.0,0.1020408163265306,0.0,0.058823529411764705,0.0,0.0
